district_name_eng_1398,district_code_1398,district_name_eng_1397,district_code_1397,match_97_98,district_name_eng_1396,district_code_1396,match_96_98,district_name_eng_1395,district_code_1395,match_95_98,district_name_eng_1394,district_code_1394,match_94_98,district_name_eng_1393,district_code_1393,match_93_98,district_name_eng_1392,district_code_1392,match_92_98,district_name_eng_1391,district_code_1391,match_91_98,district_name_eng_1390,district_code_1390,match_90_98,district_name_eng_1389,district_code_1389,match_89_98,district_name_eng_1388,district_code_1388,match_88_98,district_name_eng_1387,district_code_1387,match_87_98,district_name_eng_1386,district_code_1386,match_86_98,district_name_eng_1385,district_code_1385,match_85_98,district_name_eng_1384,district_code_1384,match_84_98,district_name_eng_1383,district_code_1383,match_83_98
Pashtun Zargun,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,3206,3206,Pashtun Zarghun,2404,2404,Pashtun Zarghun,2404,2404,Pashtun Zarghun,2404,2404,Pashtoon Zarghoon,2404,2404,Pashtoon Zarghoon,2404,2404
Kushk,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk (Rubat-i-Sangi),3207,3207,Kushk(Rubat-i-Sangi),2406,2406,Kushk(Rubat-i-Sangi),2406,2406,Kushk(Rubat-i-Sangi),2406,2406,Kushk,2406,2406,Kushk,2406,2406
Gulran,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,3208,3208,Gulran,2407,2407,Gulran,2407,2407,Gulran,2407,2407,Gulran,2407,2407,Gulran,2407,2407
Adraskan,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,3209,3209,Adraskan,2411,2411,Adraskan,2411,2411,Adraskan,2411,2411,Adraskan,2411,2411,Adraskan,2411,2411
Kushk-e-Kuhna,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,3210,3210,Kushk-i- Kuhna,2416,2416,Kushk-i- Kuhna,2416,2416,Kushk-i- Kuhna,2416,2416,Kishk- i-Kahna,2416,2416,Kishk- i-Kahna,2416,2416
Ghoryan,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,3211,3211,Ghoryan,2409,2409,Ghoryan,2409,2409,Ghoryan,2409,2409,Ghoryan,2409,2409,Ghoryan,2409,2409
Obe,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,3212,3212,Obe,2414,2414,Obe,2414,2414,Obe,2414,2414,Obeh,2414,2414,Obeh,2414,2414
Kohsan,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,3213,3213,Kohsan,2408,2408,Kohsan,2408,2408,Kohsan,2408,2408,Kohsan,2408,2408,Kohsan,2408,2408
Shindand,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,3214,3214,Shindand,2412,2412,Shindand,2412,2412,Shindand,2412,2412,Shindand,2412,2412,Shindand,2412,2412
Fersi,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,3215,3215,Fersi,2413,2413,Fersi,2413,2413,Fersi,2413,2413,Farsi,2413,2413,Farsi,2413,2413
Chishti Sharif,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,3216,3216,Chishti Sharif,2415,2415,Chishti Sharif,2415,2415,Chishti Sharif,2415,2415,Chesht –i-sharif,2415,2415,Chesht –i-sharif,2415,2415
Zerko,3217,zerko,3217,3217,zerko (temporary district),3217,3217,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412
Pashtko,3218,poshtko,3218,3218,poshtko (temporary district),3218,3218,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412
Kozeor,3219,kozeor,3219,3219,kozeor (temporary district),3219,3219,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412
Zawol,3220,zawol,3220,3220,zawol (temporary district),3220,3220,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,3214,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412,NA,NA,2412
NA,NA,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,3210,NA,NA,2416,NA,NA,2416,NA,NA,2416,Shahre-i-Torghondi,2417,2417,Shahre-i-Torghondi,2417,2417
provincial Capital (Sheberghan),2801,province Center (Sheberghan),2801,2801,province Center (Sheberghan),2801,2801,province Center (Sheberghan),2801,2801,province Center (Sheberghan),2801,2801,province Center (Sheberghan),2801,2801,Jawzjan Center (Sheberghan),2801,2801,Jawzjan Center (Sheberghan),2801,2801,Jawzjan Center (Sheberghan),2801,2801,Jawzjan Center (Sheberghan),2801,2801,Jawzjan Center (Sheberghan),2801,2801,Jawzjan Center (Sheberghan),2001,2001,Jawzjan Center (Sheberghan),2001,2001,Jawzjan Center (Sheberghan),2001,2001,Jawzjan Center (Sheberghan),2001,2001,Jawzjan Center (Sheberghan),2001,2001
Khwaja Dukoh,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2802,2802,Khwaja Dukoh,2010,2010,Khwaja Dukoh,2010,2010,Khwaja Dukoh,2010,2010,Khwaja Dukoh,2010,2010,Khwaja Dukoh,2010,2010
Khanaqa,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2803,2803,Khanaqa,2011,2011,Khanaqa,2011,2011,Khanaqa,2011,2011,Khanaqa,2011,2011,Khanaqa,2011,2011
Mingajik,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2804,2804,Mingajik,2005,2005,Mingajik,2005,2005,Mingajik,2005,2005,Mingajik,2005,2005,Mingajik,2005,2005
Qush Tepa,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2805,2805,Qush Tepa,2008,2008,Qush Tepa,2008,2008,Qush Tepa,2008,2008,Qush Tepa,2008,2008,Qush Tepa,2008,2008
Khamyab,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2806,2806,Khamyab,2007,2007,Khamyab,2007,2007,Khamyab,2007,2007,Khamyab,2007,2007,Khamyab,2007,2007
Aqchah,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2807,2807,Aqchah,2002,2002,Aqchah,2002,2002,Aqchah,2002,2002,Aqchah,2002,2002,Aqchah,2002,2002
Faizabad,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2808,2808,Faizabad,2003,2003,Faizabad,2003,2003,Faizabad,2003,2003,Faizabad,2003,2003,Faizabad,2003,2003
Mardyan,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2809,2809,Mardyan,2004,2004,Mardyan,2004,2004,Mardyan,2004,2004,Mardyan,2004,2004,Mardyan,2004,2004
Qarqin,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2810,2810,Qarqin,2006,2006,Qarqin,2006,2006,Qarqin,2006,2006,Qarqin,2006,2006,Qarqin,2006,2006
Darzab,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2811,2811,Darzab,2009,2009,Darzab,2009,2009,Darzab,2009,2009,Darzab,2009,2009,Darzab,2009,2009
provincial Capital (Kandahar),2701,province Center (Kandahar),2701,2701,province Center (Kandahar),2701,2701,province Center (Kandahar),2701,2701,province Center (Kandahar),2701,2701,province Center (Kandahar),2701,2701,Kandahar Center (Kandahar),2701,2701,Kandahar Center (Kandahar),2701,2701,Kandahar Center (Kandahar),2701,2701,Kandahar Center (Kandahar),2701,2701,Kandahar Center (Kandahar),2701,2701,Kandahar Center (Kandahar),2801,2801,Kandahar Center (Kandahar),2801,2801,Kandahar Center (Kandahar),2801,2801,Kandahar Center (Kandahar),2801,2801,Kandahar Center (Kandahar),2801,2801
Arghandab,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2702,2702,Arghandab,2804,2804,Arghandab,2804,2804,Arghandab,2804,2804,Arghandab,2804,2804,Arghandab,2804,2804
Daman,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2703,2703,Daman,2802,2802,Daman,2802,2802,Daman,2802,2802,Daman,2802,2802,Daman,2802,2802
Panjwayee,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2704,2704,Panjwayee,2809,2809,Panjwayee,2809,2809,Panjwayee,2809,2809,Panjwayee,2809,2809,Panjwayee,2809,2809
Zhire,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2705,2705,Zhire,2808,2808,Zhire,2808,2808,Zhire,2808,2808,Zhire,2808,2808,Zhire,2808,2808
Shah Wali Kot,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2706,2706,Shah Wali Kot,2803,2803,Shah Wali Kot,2803,2803,Shah Wali Kot,2803,2803,Shah Wali Kot,2803,2803,Shah Wali Kot,2803,2803
Khakrez,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2707,2707,Khakrez,2805,2805,Khakrez,2805,2805,Khakrez,2805,2805,Khakrez,2805,2805,Khakrez,2805,2805
Arghistan,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2708,2708,Arghistan,2813,2813,Arghistan,2813,2813,Arghistan,2813,2813,Arghistan,2813,2813,Arghistan,2813,2813
Ghorak,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2709,2709,Ghorak,2806,2806,Ghorak,2806,2806,Ghorak,2806,2806,Ghorak,2806,2806,Ghorak,2806,2806
Maiwand,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2710,2710,Maiwand,2807,2807,Maiwand,2807,2807,Maiwand,2807,2807,Maiwand,2807,2807,Maiwand,2807,2807
Spin Boldak,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2711,2711,Spin Boldak,2812,2812,Spin Boldak,2812,2812,Spin Boldak,2812,2812,Spin Boldak,2812,2812,Spin Boldak,2812,2812
Nesh,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2712,2712,Nesh,2816,2816,Nesh,2816,2816,Nesh,2816,2816,Nesh,2816,2816,Nesh,2816,2816
Miyanishin,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2713,2713,Miyanishin,2815,2815,Miyanishin,2815,2815,Miyanishin,2815,2815,Miyanishin,2815,2815,Miyanishin,2815,2815
Shorabak,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2714,2714,Shorabak,2811,2811,Shorabak,2811,2811,Shorabak,2811,2811,Shorabak,2811,2811,Shorabak,2811,2811
Maruf,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2715,2715,Maruf,2814,2814,Maruf,2814,2814,Maruf,2814,2814,Maruf,2814,2814,Maruf,2814,2814
Reg ( Shiga ),2716,Reg ( Shiga ),2716,2716,Reg ( Shiga ),2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2716,2716,Reg,2810,2810,Reg,2810,2810,Reg,2810,2810,Reg,2810,2810,Reg,2810,2810
Dand,2717,Dand,2717,2717,Dand (temporary district),2717,2717,Dand (temporary district),2717,2717,Dand,2717,2717,Dand,2717,2717,Dand (temporary district),2717,2717,Dand,2717,2717,NA,NA,2701,NA,NA,2701,NA,NA,2701,NA,NA,2801,NA,NA,2801,NA,NA,2801,NA,NA,2801,NA,NA,2801
Takhta pul,2718,Takhta pul,2718,2718,Takhta pul (temporary district),2718,2718,Takhta pul (temporary district),2718,2718,Takhta pul,2718,2718,Takhta pul,2718,2718,Takhta pul (temporary district),2718,2718,Takhta pul,2718,2718,NA,NA,2711,NA,NA,2711,NA,NA,2711,NA,NA,2812,NA,NA,2812,NA,NA,2812,NA,NA,2812,NA,NA,2812
provincial Capital(Khost),1401,province Center(Khost),1401,1401,province Center(Khost),1401,1401,province Center(Khost),1401,1401,province Center(Khost),1401,1401,province Center(Khost),1401,1401,Khost Center(Khost),1401,1401,Khost Center(Khost),1401,1401,Khost Center(Khost),1401,1401,Khost Center(Khost),1401,1401,Khost Center(Khost),1401,1401,Khost Center(Khost),901,901,Khost Center(Khost),901,901,Khost Center(Khost),901,901,Khost Center(Khost),901,901,Khost Center(Khost),901,901
Manduzay (Esmayel khil),1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay (Esmayel khil),1402,1402,Manduzay(Esmayel khil),909,909,Manduzay(Esmayel khil),909,909,Manduzay(Esmayel khil),909,909,Manduzay(Esmayel khil),909,909,Manduzay(Esmayel khil),909,909
Gurbuz,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,1403,1403,Gurbuz,913,913,Gurbuz,913,913,Gurbuz,913,913,Gurbuz,913,913,Gurbuz,913,913
Tanay,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,1404,1404,Tanay,912,912,Tanay,912,912,Tanay,912,912,Tanay,912,912,Tanay,912,912
Musa khel,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,1405,1405,Musa khel,906,906,Musa khel,906,906,Musa khel,906,906,Musa khel,906,906,Musa khel,906,906
Nadir Shah kot,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,1406,1406,Nadir Shah kot,908,908,Nadir Shah kot,908,908,Nadir Shah kot,908,908,Nadir Shah kot,908,908,Nadir Shah kot,908,908
Sabari (Yaqubi),1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari (Yaqubi),1407,1407,Sabari(Yaqubi),905,905,Sabari(Yaqubi),905,905,Sabari(Yaqubi),905,905,Sabari(Yaqubi),905,905,Sabari(Yaqubi),905,905
Tirzayee (Ali Sher ),1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Tirzayee (Ali Sher ),1408,1408,Trayzayee (Ali Sher ),1408,1408,Trayzayee(Ali Sher ),902,902,Trayzayee(Ali Sher ),902,902,Trayzayee(Ali Sher ),902,902,Trayzayee(Ali Sher ),902,902,Trayzayee(Ali Sher ),902,902
Baak,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,1409,1409,Baak,903,903,Baak,903,903,Baak,903,903,Baak,903,903,Baak,903,903
Qalandar,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,1410,1410,Qalandar,907,907,Qalandar,907,907,Qalandar,907,907,Qalandar,907,907,Qalandar,907,907
Spera,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,1411,1411,Spera,911,911,Spera,911,911,Spera,911,911,Spera,911,911,Spera,911,911
Shamul,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,1412,1412,Shamul,910,910,Shamul,910,910,Shamul,910,910,Shamul,910,910,Shamul,910,910
Jaji Maidan,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,1413,1413,Jaji Maidan,904,904,Jaji Maidan,904,904,Jaji Maidan,904,904,Jaji Maidan,904,904,Jaji Maidan,904,904
provincial Capital (Asad Abad),1501,province Center (Asad Abad),1501,1501,province Center (Asad Abad),1501,1501,province Center (Asad Abad),1501,1501,province Center (Asad Abad),1501,1501,province Center (Asad Abad),1501,1501,Kunarha Center (Asad Abad),1501,1501,Kunarha Center(Asad Abad),1501,1501,Kunarha Center(Asad Abad),1501,1501,Kunarha Center(Asad Abad),1501,1501,Kunarha Center(Asad Abad),1501,1501,Kunarha Center(Asad Abad),1101,1101,Kunarha Center(Asad Abad),1101,1101,Kunarha Center(Asad Abad),1101,1101,Kunarha Center(Asad Abad),1101,1101,Kunarha Center(Asad Abad),1101,1101
Mara wara,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1502,1502,Mara wara,1106,1106,Mara wara,1106,1106,Mara wara,1106,1106,Mara wara,1106,1106,Mara wara,1106,1106
Watapoor,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1503,1503,Watapoor,1102,1102,Watapoor,1102,1102,Watapoor,1102,1102,Watapoor,1102,1102,Watapoor,1102,1102
Narang Wa Badil,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1504,1504,Narang Wa Badil,1104,1104,Narang Wa Badil,1104,1104,Narang Wa Badil,1104,1104,Narang Wa Badil,1104,1104,Narang Wa Badil,1104,1104
Sar Kani,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1505,1505,Sar Kani,1105,1105,Sar Kani,1105,1105,Sar Kani,1105,1105,Sar Kani,1105,1105,Sar Kani,1105,1105
Shigal,1506,Shigal,1506,1506,Shigal,1506,1506,Shigal,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1506,1506,Shigal Wa Sheltan,1109,1109,Shigal Wa Sheltan,1109,1109,Shigal Wa Sheltan,1109,1109,Shigal Wa Sheltan,1109,1109,Shigal Wa Sheltan,1109,1109
Dara-e- Pech,1507,Dara-e- Pech,1507,1507,Dara-e- Pech,1507,1507,Dara-e- Pech,1507,1507,Dara-e- Pech,1507,1507,Dara-e- Pech,1507,1507,Dara-e- Pech,1507,1507,Dara-e- Pech,1507,1507,Dara-i - Pech,1507,1507,Dara-i - Pech,1507,1507,Dara-i - Pech,1507,1507,Dara-i - Pech,1103,1103,Dara-i - Pech,1103,1103,Dara-i - Pech,1103,1103,Dara-i - Pech,1103,1103,Dara-i - Pech,1103,1103
